Nome,Tipo,Sub-Tipo,Local,Imagem,Descrição,Interconexão 1,Interconexão 2,Interconexão 3,Interconexão 4,Interconexão 5,Interconexão 6,Interconexão 7,Interconexão 8,Interconexão 9,Interconexão 10,Interconexão 11,Interconexão 12,Interconexão 13,Interconexão 14,Interconexão 15
Miguel Arraes,Personagem,,,http://www.ywamhaiti.org/wp-content/uploads/dancesilohette.gif,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Avenida Norte Miguel Arraes de Alencar,Paulo Guerra,Cid Sampaio,Barbosa Lima Sobrinho,,,,,,,,,,,
Monumento a Frei Caneca,Local,Monumento,São José,http://www.ywamhaiti.org/wp-content/uploads/dancesilohette.gif,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Frei Caneca,Forte das Cinco Pontas,,,,,,,,,,,,,
Monumento aos aviadores portugueses,Local,Monumento,São José,http://www.ywamhaiti.org/wp-content/uploads/dancesilohette.gif,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Praça Dezessete,Gago Coutinho,Sacadura Cabral,,,,,,,,,,,,
Morais Rego,Personagem,,,http://www.ywamhaiti.org/wp-content/uploads/dancesilohette.gif,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Rua Joaquim Nabuco,Prefeitura do Recife,Ponte Duarte Coelho,Ponte da Capunga,Ponte do Derby,Ponte da Torre,,,,,,,,,
Morro da Conceição,Local,Templo Religioso,Casa Amarela,http://www.ywamhaiti.org/wp-content/uploads/dancesilohette.gif,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Rua da Harmonia,Mercado de Casa Amarela,,,,,,,,,,,,,
Mosteiro de São Bento,Local,Templo Religioso,Olinda,http://www.ywamhaiti.org/wp-content/uploads/dancesilohette.gif,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Padre Carapuceiro,,,,,,,,,,,,,,
Moura Cavalcanti,Personagem,,,http://www.ywamhaiti.org/wp-content/uploads/dancesilohette.gif,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Centro de Convenções,Incra,Terminal de Passageiros,,,,,,,,,,,,
Mural da Batalha dos Guararapes,Local,Monumento,Santo Antonio,http://www.ywamhaiti.org/wp-content/uploads/dancesilohette.gif,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Francisco Brennand,,,,,,,,,,,,,,
Museu da Abolição( Casarão de João Alfredo),Local,Museu,Madalena,http://www.ywamhaiti.org/wp-content/uploads/dancesilohette.gif,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Mercado da Madalena,Sitio do Valença,João Alfredo,,,,,,,,,,,,
Museu do Estado,Local,Museu,Graças,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Avenida Rui Barbosa,,,,,,,,,,,,,,
Museu do Homem do Nordeste,Local,Museu,Apipucos,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Museu Cais do Sertão,Instituto Ricardo Brennand,Oficina Brennand,Francisco Brennand,Museu do Homem do Nordeste,,,,,,,,,,
Nilo Coelho,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Paulo Guerra,Etelvino Lins,Eraldo Gueiros,Hospital da Restauração,Fundação Joaquim Nabuco,,,,,,,,,,
Nilo Pereira,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Mario Souto Maior,,,,,,,,,,,,,,
Noite dos Tambores Silenciosos,Fato Histórico,Evento Religoso,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Igreja do Terço,,,,,,,,,,,,,,
Novaes Filho,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Avenida Caxangá,Prefeitura do Recife,Ponte Princesa Isabel,Ponte Duarte Coelho,Avenida Guararapes,,,,,,,,,,
Nunes Machado,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Igreja de Belém,Revolução Praieira,João Roma,,,,,,,,,,,,
O Carapuceiro,Fato Histórico,Sitio Histórico,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Padre Carapuceiro,,,,,,,,,,,,,,
Oficina Brennand,Local,Museu,Varzea,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Francisco Brennand,,,,,,,,,,,,,,
Otavio de Freitas,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Estação de Esgotos do Capanga,Hospital Otavio de Freitas,Memorial de Medicina,,,,,,,,,,,,
Padre Carapuceiro,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",O Carapuceiro,Rua Padre Carapuceiro,Mosteiro de São Bento,Praça da Indepedencia,,,,,,,,,,,
Padre Roma,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Abreu e Lima,Revolução de 1817,João Roma,,,,,,,,,,,,
Palácio da Justiça,Local,Instituição,Santo Antonio,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Praça da República,Estácio Coimbra,Sergio Loreto,Gervásio Pires,,,,,,,,,,,
Palácio do Campo das Princesas,Local,Instituição,Santo Antonio,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Manoel Borba,Praça da República,,,,,,,,,,,,,
Palacio dos Manguinhos,Local,Templo Religioso,Graças,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Avenida Rui Barbosa,,,,,,,,,,,,,,
Paque da Jaqueira,Local,Praça,Jaqueira,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Avenida Rui Barbosa,Rio Capibaribe,,,,,,,,,,,,,
Parceria nos Morros,Fato Histórico,Iniciativa Governamental,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Desabamentos em Morros do Recife,,,,,,,,,,,,,,
Jardim do Baobá,Local,Praça,Graças,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Avenida Rui Barbosa,Academia Pernambucana de Letras,,,,,,,,,,,,,
Patio de São Pedro,Local,Praça,São José,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Avenida Dantas Barreto,Sebastião de Castro Caldas,Igreja de São Pedro dos Clerigos,,,,,,,,,,,,
Patio do Livramento,Local,Praça,São José,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Igreja do Livramento,,,,,,,,,,,,,,
Paulo Guerra,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Hospital da Restauração,Ponte Paulo Guerra,Agamenon Magalhães,Nilo Coelho,Miguel Arraes,Ponte Paulo Guerra,,,,,,,,,
Pedro da Silva Pedroso,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Revolução de 1817,Confederação do Equador,José de Barros Lima (Leão Coroado),Gervásio Pires,,,,,,,,,,,
Pedro Ivo,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Revolução Praieira,Borges da Fonsesca,,,,,,,,,,,,,
Pedro Lopes,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Duarte Coelho Pereira,Indios,,,,,,,,,,,,,
Pelopidas Silveira,Personagem,,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Avenida Dantas Barreto,Prefeitura do Recife,,,,,,,,,,,,,
Pernambuco Tramways,Fato Histórico,Sitio Histórico,,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Transporte Publico no Recife,Ponte D'Uchôa,,,,,,,,,,,,,
Polo Médico,Local,Hospital,Ilha do Leite,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Avenida Agamenon Magalhães,Hospital Portugues,,,,,,,,,,,,,
Polo Pina,Local,Praça,Pina,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Jarbas Vasconcelos,,,,,,,,,,,,,,
Ponte Buarque de Macedo,Local,Ponte,Recife Antigo,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Cais da Alfandega,Buarque de Macedo,Acencio Ferreira,Sergio Loreto,,,,,,,,,,,
Ponte D'Uchôa,Local,Estação de Transporte Público,Graças,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Avenida Rui Barbosa,Academia Pernambucana de Letras,Pernambuco Tramways,Transporte Publico no Recife,Colégio Damas,,,,,,,,,,
Ponte da Boa Vista,Local,Ponte,Boa VIsta,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Barão de Lucena,Augusto Lucena,Mauricio de Nassau,,,,,,,,,,,,
Ponte da Capunga,Local,Ponte,Madalena,http://az616578.vo.msecnd.net/files/2017/03/05/636243282134517774-314545726_music9.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Morais Rego,Rua Joaquim Nabuco,Capunga,Faculdade Mauricio de Nassau,Antonio de Goes,,,,,,,,,,
